然後我就記得我就是真的哭得很慘阿，,0,0,0,0,0,1,0,0,1
對阿，內心會覺得他總是會回到我身邊的這種感覺吧,0,0,0,0,0,0,0,0,0
我就想說算了算了,0,0,0,0,0,0,0,0,0
然後因為我沒有去求證嘛，,0,0,0,0,0,0,0,0,0
就是可能會擔心這個吧，,0,0,0,0,0,0,1,0,1
好像不會耶,0,0,0,0,0,0,0,0,0
可能也會想說再玩一局就去讀書，,0,0,0,0,0,0,0,0,0
對阿，就是可能不太會隨時隨地容易覺得自己被撞，,0,0,0,0,0,0,0,0,0
我可能有點害怕了的時候,0,0,0,0,0,0,1,0,1
就是譬如說想到這些負面的，,0,0,0,0,0,1,0,0,1
對阿，因為我就會覺得有點可怕,0,0,0,0,0,0,1,0,1
我跟我家人在一起的這種感覺，,0,0,0,0,0,0,0,0,0
然後就還滿好的，,0,0,0,0,0,0,0,1,0
就是會覺得說有我可以去學習或是我可以看到的部份，,0,0,0,0,0,0,0,0,0
就是為什麼都會想要這個？,0,0,0,0,0,0,0,0,0
對啦，也是啦,0,0,0,0,0,0,0,0,0
也不會焦慮啦，就是閃過這樣子,0,0,0,0,0,0,0,0,0
對，可能就真的是個一閃而過的念頭，,0,0,0,0,0,0,0,0,0
所以就是有點影響到我,0,0,0,0,0,0,0,0,0
可是我發現我跟家裡的人出去也會，會是一個瞬間閃過的念頭，,0,0,0,0,0,0,0,0,0
好像是,0,0,0,0,0,0,0,0,0
只是會覺得這個想法很討厭,0,0,0,0,0,0,0,0,1
對，可是我現在想到那個也不會去想說會不會發生，,0,0,0,0,0,0,0,0,0
然後我都會很認真的看，,0,0,0,0,0,0,0,0,0
不會，完全沒有想過這些，,0,0,0,0,0,0,0,0,0
對阿，可是就想說是不是滿怪的,0,0,0,0,0,0,0,0,0
應該有吧，對阿，,0,0,0,0,0,0,0,0,0
可是我可能不會特別去說什麼,0,0,0,0,0,0,0,0,0
就是最後一次的時候我沒有去，,0,0,0,0,0,0,0,0,0
我不知道是不是算是空椅,0,0,0,0,0,0,0,0,0
對阿對阿，可能就是我會想好萬一發生什麼事我要怎麼辦,0,0,0,0,0,0,1,0,1
對阿，我就會想說到底是，就是會這樣,0,0,0,0,0,0,0,0,0
也許再怎麼努力結果都不是我要的，,1,1,0,0,0,1,0,0,1
她就說明明籠子的門已經打開，,0,0,0,0,0,0,0,0,0
然後我就會覺得很不舒服，,0,0,0,0,0,0,0,0,1
想聽聽它為什麼會想到這些之類的,0,0,0,0,0,0,0,0,0
對啦，也是，這樣我回去很想要問他們說會不會跟我一樣有點擔心這個，,0,0,0,0,0,0,1,0,1
這樣想一想好像它真的是也是有一些助益，,0,0,0,0,0,0,0,0,0
然後如果我看到車禍，我就會知道我不要離那個車子太近阿，,0,0,0,0,0,0,0,0,0
就是很嚴重的。,0,0,0,0,0,0,0,0,0
然後可能就是還沒有達到那個額度或什麼的，,0,0,0,0,0,0,0,0,0
然後就去治療，,0,0,0,0,0,0,0,0,0
對對對，就是比較之前，,0,0,0,0,0,0,0,0,0
真的喔,0,0,0,0,0,0,0,0,0
就是一直陷在這個圈圈裡面也是滿怪的,0,0,0,0,0,0,0,0,1
對對對，然後其實我忘記老師知不知道我在讓他太太諮商，,0,0,0,0,0,0,0,0,0
總是想到這種事情也不會有快樂的感覺,0,0,0,0,0,1,0,0,1
害我每次都不知道跟他們討論什麼，,0,0,0,0,0,0,0,0,0
可是我現在自己想想,0,0,0,0,0,0,0,0,0
第一個老師跟我有點雙重關係，,0,0,0,0,0,0,0,0,0
對阿，可能就是會,0,0,0,0,0,0,0,0,0
可是我之前好像連坐火車有的時候都會，就是會有點擔心，,0,0,0,0,0,0,1,0,1
我就是可以感覺到他們一定有討論我的事情,0,0,1,0,0,0,0,0,1
而且好像真的是有一些提醒的作用在,0,0,0,0,0,0,0,0,0
就譬如說他們自己在家門有沒有關好或是什麼的，,0,0,0,0,0,0,0,0,0
就是很黏我讓我覺得很有壓力,0,0,0,0,0,0,1,0,1
就是覺得好像不是很好,0,0,0,0,0,0,0,0,1
對阿，因為應該不會有人就隨隨便便覺得自己被撞吧，,0,0,0,0,0,0,0,0,1
應該還好耶，,0,0,0,0,0,0,0,0,0
對阿，問媽媽或是家裡的人也滿尷尬的，,0,0,0,0,0,0,0,0,0
嗯,0,0,0,0,0,0,0,0,0
可是他們有時候可能會覺得我很龜毛吧，就是做事的時候,0,0,1,0,0,0,0,0,1
對對對，然後就讓我覺得好像有點危險,0,0,0,0,0,0,1,0,1
對對對,0,0,0,0,0,0,0,0,0
然後我就會想說他怎麼可能沒有共犯呢，,0,0,0,0,0,0,0,0,0
對阿,0,0,0,0,0,0,0,0,0
對阿，我好像很少遇到跟我一樣這麼愛看的,0,0,0,0,0,0,0,0,0
我會覺得很驚喜,0,0,0,0,0,0,0,1,0
這樣是不是也不太可能,0,0,0,0,0,0,0,0,0
對阿，可是都是一下子，一下下,0,0,0,0,0,0,0,0,0
真的就是個一閃而過的念頭,0,0,0,0,0,0,0,0,0
對阿，然後我就會覺得自己知道這些事情，,0,0,0,0,0,0,0,0,0
只是很想要自己一個人去流浪之類的,0,0,0,0,0,0,0,0,0
可能就覺得只有我會這樣，,1,0,0,0,0,0,0,0,1
或是覺得自己容易出車禍之類的，好像不太會,0,0,0,0,0,0,0,0,0
不會,0,0,0,0,0,0,0,0,0
杞人憂天嗎？,0,0,0,0,0,0,0,0,0
因為老師她給我的感覺就是,0,0,0,0,0,0,0,0,0
就是可能如果正向的看待它的話,0,0,0,0,0,0,0,0,0
這個擔心比交通的擔心少,0,0,0,0,0,0,0,0,0
我想想看喔，,0,0,0,0,0,0,0,0,0
就會覺得有點可怕之類的,0,0,0,0,0,0,1,0,1
或者是她可能無時無刻都要跟我黏在一起，,0,0,0,0,0,0,0,0,0
但是不會想要死阿，,0,0,0,0,0,0,0,0,0
我還是會騎車，,0,0,0,0,0,0,0,0,0
還好還好,0,0,0,0,0,0,0,0,0
嗯,0,0,0,0,0,0,0,0,0
嗯，對，像我從學校這邊阿，,0,0,0,0,0,0,0,0,0
或是沒有人可以去救你，,0,1,0,0,0,0,1,0,1
或是傷害別人,0,0,0,0,0,0,0,0,0
就是我會小心，嗯，也是啦,0,0,0,0,0,0,0,0,0
所以導致於我跟她的關係到現在都還有點尷尬，,0,0,0,0,0,0,0,0,0
對，可能就是希望不要有,0,0,0,0,0,0,0,0,0
就是很愛這類的新聞,0,0,0,0,0,0,0,0,0
或者是我去哪裡她都一定要在，,0,0,0,0,0,0,0,0,0
對阿，雖然我覺得這真的是有點難啦，,0,0,0,0,0,0,0,0,0
或是看到開太快的車我就自己知道要靠邊之類的，,0,0,0,0,0,0,0,0,0
可是我覺得是不是我付出的不夠,0,0,0,0,0,0,0,0,0
可能是我自己狀況不好吧，,0,0,0,0,0,0,0,0,0
就比較不怕，,0,0,0,0,0,0,0,0,0
可是我事後我的好朋友們有跟我講說那時候根本就是個鬼阿，,0,0,0,0,0,0,0,0,0
可是我這一兩個禮拜好像遇到這件事情，,0,0,0,0,0,0,0,0,0
對阿，你就明明會怕你又還要去看，就覺得很煩,0,0,0,0,0,0,1,0,1
妳就是會被拿出來討論阿或什麼的，,0,0,0,0,0,0,0,0,0
我就會無法好好讀書，,0,0,0,0,0,0,0,0,0
不是新聞都會說它的三角範圍它會看不到,0,0,0,0,0,0,0,0,0
是個好事嗎，,0,0,0,0,0,0,0,0,0
就是可能以前沒有想過說，,0,0,0,0,0,0,0,0,0
我最近好像不太會管，,0,0,0,0,0,0,0,0,0
